Quarter,Region,State,Purpose,Trips
2005 Q2,Katherine Daly,Northern Territory,Business,18.8168466
2005 Q3,Katherine Daly,Northern Territory,Business,8.7476027
2005 Q4,Katherine Daly,Northern Territory,Business,15.9953484
2006 Q1,Katherine Daly,Northern Territory,Business,11.631386
2006 Q2,Katherine Daly,Northern Territory,Business,11.096749
2006 Q3,Katherine Daly,Northern Territory,Business,17.448657
2006 Q4,Katherine Daly,Northern Territory,Business,38.126023000000004
2007 Q1,Katherine Daly,Northern Territory,Business,14.2955853
2007 Q2,Katherine Daly,Northern Territory,Business,11.7611631
2007 Q3,Katherine Daly,Northern Territory,Business,22.6895817
2007 Q4,Katherine Daly,Northern Territory,Business,15.6944119
2008 Q1,Katherine Daly,Northern Territory,Business,8.369435
2008 Q2,Katherine Daly,Northern Territory,Business,18.691384
2008 Q3,Katherine Daly,Northern Territory,Business,14.2405717
2008 Q4,Katherine Daly,Northern Territory,Business,13.4781307
2009 Q1,Katherine Daly,Northern Territory,Business,11.8430105
2009 Q2,Katherine Daly,Northern Territory,Business,8.9561731000000009
2009 Q3,Katherine Daly,Northern Territory,Business,14.0637433
2009 Q4,Katherine Daly,Northern Territory,Business,5.6484041
2010 Q1,Katherine Daly,Northern Territory,Business,7.8565856
2010 Q2,Katherine Daly,Northern Territory,Business,12.8193536
2010 Q3,Katherine Daly,Northern Territory,Business,15.6193911
2010 Q4,Katherine Daly,Northern Territory,Business,12.2189442
2011 Q1,Katherine Daly,Northern Territory,Business,5.6178255
2011 Q2,Katherine Daly,Northern Territory,Business,11.746058
2011 Q3,Katherine Daly,Northern Territory,Business,13.9864422
2011 Q4,Katherine Daly,Northern Territory,Business,15.4376053
2012 Q1,Katherine Daly,Northern Territory,Business,20.4882898
2012 Q2,Katherine Daly,Northern Territory,Business,10.6466874
2012 Q3,Katherine Daly,Northern Territory,Business,8.135838
2012 Q4,Katherine Daly,Northern Territory,Business,16.3902282
2013 Q1,Katherine Daly,Northern Territory,Business,0.6328483
2013 Q2,Katherine Daly,Northern Territory,Business,17.5814571
2013 Q3,Katherine Daly,Northern Territory,Business,8.4353769
2013 Q4,Katherine Daly,Northern Territory,Business,20.0729607
2014 Q1,Katherine Daly,Northern Territory,Business,28.4364955
2014 Q2,Katherine Daly,Northern Territory,Business,14.6791193
2014 Q3,Katherine Daly,Northern Territory,Business,9.2801801
2014 Q4,Katherine Daly,Northern Territory,Business,39.6104016
2015 Q1,Katherine Daly,Northern Territory,Business,9.5222292
2015 Q2,Katherine Daly,Northern Territory,Business,11.3750561
2015 Q3,Katherine Daly,Northern Territory,Business,32.3172943
2015 Q4,Katherine Daly,Northern Territory,Business,35.4159042
2016 Q1,Katherine Daly,Northern Territory,Business,41.4680108
2016 Q2,Katherine Daly,Northern Territory,Business,18.553759
2016 Q3,Katherine Daly,Northern Territory,Business,18.0339216
2016 Q4,Katherine Daly,Northern Territory,Business,11.6479114
2017 Q1,Katherine Daly,Northern Territory,Business,37.4129863
2017 Q2,Katherine Daly,Northern Territory,Business,57.9168177
2017 Q3,Katherine Daly,Northern Territory,Business,26.6973848
2017 Q4,Katherine Daly,Northern Territory,Business,9.3998658
1998 Q1,Katherine Daly,Northern Territory,Holiday,5.6966375
1998 Q2,Katherine Daly,Northern Territory,Holiday,14.6862592
1998 Q3,Katherine Daly,Northern Territory,Holiday,57.8287509
1998 Q4,Katherine Daly,Northern Territory,Holiday,7.8880401000000004
1999 Q1,Katherine Daly,Northern Territory,Holiday,6.4503032
1999 Q2,Katherine Daly,Northern Territory,Holiday,28.2806016
1999 Q3,Katherine Daly,Northern Territory,Holiday,58.6696954
1999 Q4,Katherine Daly,Northern Territory,Holiday,14.0202916
2000 Q1,Katherine Daly,Northern Territory,Holiday,21.7076369
2000 Q2,Katherine Daly,Northern Territory,Holiday,40.2902227
2000 Q3,Katherine Daly,Northern Territory,Holiday,37.1691341
2000 Q4,Katherine Daly,Northern Territory,Holiday,18.7327854
2001 Q1,Katherine Daly,Northern Territory,Holiday,11.8069594
2001 Q2,Katherine Daly,Northern Territory,Holiday,50.1408565
2001 Q3,Katherine Daly,Northern Territory,Holiday,56.2073522
2001 Q4,Katherine Daly,Northern Territory,Holiday,12.9437145
2002 Q1,Katherine Daly,Northern Territory,Holiday,8.6572078
2002 Q2,Katherine Daly,Northern Territory,Holiday,41.4142834
2002 Q3,Katherine Daly,Northern Territory,Holiday,53.3272806
2002 Q4,Katherine Daly,Northern Territory,Holiday,24.0376406
2003 Q1,Katherine Daly,Northern Territory,Holiday,8.0221874
2003 Q2,Katherine Daly,Northern Territory,Holiday,18.7340711
2003 Q3,Katherine Daly,Northern Territory,Holiday,54.2631909
2003 Q4,Katherine Daly,Northern Territory,Holiday,14.6379581
2004 Q1,Katherine Daly,Northern Territory,Holiday,6.3763549
2004 Q2,Katherine Daly,Northern Territory,Holiday,20.3924792
2004 Q3,Katherine Daly,Northern Territory,Holiday,84.97401
2004 Q4,Katherine Daly,Northern Territory,Holiday,9.8094689
2005 Q1,Katherine Daly,Northern Territory,Holiday,11.8382644
2005 Q2,Katherine Daly,Northern Territory,Holiday,41.4638283
2005 Q3,Katherine Daly,Northern Territory,Holiday,50.0065922
2005 Q4,Katherine Daly,Northern Territory,Holiday,11.7800064
2006 Q1,Katherine Daly,Northern Territory,Holiday,13.510345
2006 Q2,Katherine Daly,Northern Territory,Holiday,30.439081
2006 Q3,Katherine Daly,Northern Territory,Holiday,54.03427
2006 Q4,Katherine Daly,Northern Territory,Holiday,16.710194
2007 Q1,Katherine Daly,Northern Territory,Holiday,11.2490588
2007 Q2,Katherine Daly,Northern Territory,Holiday,23.8863371
2007 Q3,Katherine Daly,Northern Territory,Holiday,51.8449188
2007 Q4,Katherine Daly,Northern Territory,Holiday,12.9969342
2008 Q1,Katherine Daly,Northern Territory,Holiday,12.6584659
2008 Q2,Katherine Daly,Northern Territory,Holiday,31.9986768
2008 Q3,Katherine Daly,Northern Territory,Holiday,59.2158197
2008 Q4,Katherine Daly,Northern Territory,Holiday,9.4011686
2009 Q1,Katherine Daly,Northern Territory,Holiday,10.0271034
2009 Q2,Katherine Daly,Northern Territory,Holiday,27.4246823
2009 Q3,Katherine Daly,Northern Territory,Holiday,35.9407989
2009 Q4,Katherine Daly,Northern Territory,Holiday,12.3797247
2010 Q1,Katherine Daly,Northern Territory,Holiday,7.4970297
2010 Q2,Katherine Daly,Northern Territory,Holiday,39.5508446
2010 Q3,Katherine Daly,Northern Territory,Holiday,56.5672146
2010 Q4,Katherine Daly,Northern Territory,Holiday,18.3893601
2011 Q1,Katherine Daly,Northern Territory,Holiday,3.2863036
2011 Q2,Katherine Daly,Northern Territory,Holiday,27.532289
2011 Q3,Katherine Daly,Northern Territory,Holiday,60.0001981
2011 Q4,Katherine Daly,Northern Territory,Holiday,17.6721808
2012 Q1,Katherine Daly,Northern Territory,Holiday,8.6589758
2012 Q2,Katherine Daly,Northern Territory,Holiday,32.52166
2012 Q3,Katherine Daly,Northern Territory,Holiday,44.4873034
2012 Q4,Katherine Daly,Northern Territory,Holiday,23.5347325
2013 Q1,Katherine Daly,Northern Territory,Holiday,4.2307587
2013 Q2,Katherine Daly,Northern Territory,Holiday,20.3243607
2013 Q3,Katherine Daly,Northern Territory,Holiday,34.3014357
2013 Q4,Katherine Daly,Northern Territory,Holiday,11.3507806
2014 Q1,Katherine Daly,Northern Territory,Holiday,1.5079636
2014 Q2,Katherine Daly,Northern Territory,Holiday,52.0104968
2014 Q3,Katherine Daly,Northern Territory,Holiday,54.5463284
2014 Q4,Katherine Daly,Northern Territory,Holiday,4.9528065
2015 Q1,Katherine Daly,Northern Territory,Holiday,8.4027723
2015 Q2,Katherine Daly,Northern Territory,Holiday,29.3143491
2015 Q3,Katherine Daly,Northern Territory,Holiday,66.9711128
2015 Q4,Katherine Daly,Northern Territory,Holiday,17.5057788
2016 Q1,Katherine Daly,Northern Territory,Holiday,12.6669533
2016 Q2,Katherine Daly,Northern Territory,Holiday,29.1479508
2016 Q3,Katherine Daly,Northern Territory,Holiday,70.7037822
2016 Q4,Katherine Daly,Northern Territory,Holiday,16.2130774
2017 Q1,Katherine Daly,Northern Territory,Holiday,9.8532853
2017 Q2,Katherine Daly,Northern Territory,Holiday,41.3633021
2017 Q3,Katherine Daly,Northern Territory,Holiday,49.6709314
2017 Q4,Katherine Daly,Northern Territory,Holiday,12.2590477
1998 Q1,Katherine Daly,Northern Territory,Other,2.6902147
1998 Q2,Katherine Daly,Northern Territory,Other,1.9170776
1998 Q3,Katherine Daly,Northern Territory,Other,6.7057969
1998 Q4,Katherine Daly,Northern Territory,Other,0
1999 Q1,Katherine Daly,Northern Territory,Other,1.6722237
1999 Q2,Katherine Daly,Northern Territory,Other,1.9281348
1999 Q3,Katherine Daly,Northern Territory,Other,2.2765407
1999 Q4,Katherine Daly,Northern Territory,Other,1.4863795
2000 Q1,Katherine Daly,Northern Territory,Other,0
2000 Q2,Katherine Daly,Northern Territory,Other,1.8413036
2000 Q3,Katherine Daly,Northern Territory,Other,0
2000 Q4,Katherine Daly,Northern Territory,Other,0.6447857
2001 Q1,Katherine Daly,Northern Territory,Other,0.3594576
2001 Q2,Katherine Daly,Northern Territory,Other,2.9625324
2001 Q3,Katherine Daly,Northern Territory,Other,1.6562606
2001 Q4,Katherine Daly,Northern Territory,Other,10.8463554
2002 Q1,Katherine Daly,Northern Territory,Other,0
2002 Q2,Katherine Daly,Northern Territory,Other,0.9055536
2002 Q3,Katherine Daly,Northern Territory,Other,2.3719843
2002 Q4,Katherine Daly,Northern Territory,Other,4.7296363
2003 Q1,Katherine Daly,Northern Territory,Other,0.6200059
2003 Q2,Katherine Daly,Northern Territory,Other,2.0659048
2003 Q3,Katherine Daly,Northern Territory,Other,3.9458932
2003 Q4,Katherine Daly,Northern Territory,Other,0
2004 Q1,Katherine Daly,Northern Territory,Other,0.8995696
2004 Q2,Katherine Daly,Northern Territory,Other,1.5023571
2004 Q3,Katherine Daly,Northern Territory,Other,0
2004 Q4,Katherine Daly,Northern Territory,Other,0.6399079
2005 Q1,Katherine Daly,Northern Territory,Other,0.3895186
2005 Q2,Katherine Daly,Northern Territory,Other,0.6454498
2005 Q3,Katherine Daly,Northern Territory,Other,6.131512
2005 Q4,Katherine Daly,Northern Territory,Other,1.095004
2006 Q1,Katherine Daly,Northern Territory,Other,1.021526
2006 Q2,Katherine Daly,Northern Territory,Other,1.477535
2006 Q3,Katherine Daly,Northern Territory,Other,0.926937
2006 Q4,Katherine Daly,Northern Territory,Other,2.095363
2007 Q1,Katherine Daly,Northern Territory,Other,3.52576
2007 Q2,Katherine Daly,Northern Territory,Other,0
2007 Q3,Katherine Daly,Northern Territory,Other,1.3640041
2007 Q4,Katherine Daly,Northern Territory,Other,1.072409
2008 Q1,Katherine Daly,Northern Territory,Other,4.44823
2008 Q2,Katherine Daly,Northern Territory,Other,1.4552286
2008 Q3,Katherine Daly,Northern Territory,Other,0
2008 Q4,Katherine Daly,Northern Territory,Other,1.3161365
2009 Q1,Katherine Daly,Northern Territory,Other,0
2009 Q2,Katherine Daly,Northern Territory,Other,0.7716162
2009 Q3,Katherine Daly,Northern Territory,Other,0
2009 Q4,Katherine Daly,Northern Territory,Other,0.9300948
2010 Q1,Katherine Daly,Northern Territory,Other,0.4513922
2010 Q2,Katherine Daly,Northern Territory,Other,0
2010 Q3,Katherine Daly,Northern Territory,Other,9.1627597
2010 Q4,Katherine Daly,Northern Territory,Other,1.5778934
2011 Q1,Katherine Daly,Northern Territory,Other,0.4674756
2011 Q2,Katherine Daly,Northern Territory,Other,0
2011 Q3,Katherine Daly,Northern Territory,Other,6.5838598
2011 Q4,Katherine Daly,Northern Territory,Other,0.3206649
2012 Q1,Katherine Daly,Northern Territory,Other,0.5368385
2012 Q2,Katherine Daly,Northern Territory,Other,0
2012 Q3,Katherine Daly,Northern Territory,Other,0
2012 Q4,Katherine Daly,Northern Territory,Other,1.5136514
2013 Q1,Katherine Daly,Northern Territory,Other,0.4357243
2013 Q2,Katherine Daly,Northern Territory,Other,1.9897093
2013 Q3,Katherine Daly,Northern Territory,Other,0.8471612
2013 Q4,Katherine Daly,Northern Territory,Other,0
2014 Q1,Katherine Daly,Northern Territory,Other,0
2014 Q2,Katherine Daly,Northern Territory,Other,0
2014 Q3,Katherine Daly,Northern Territory,Other,13.9897479
2014 Q4,Katherine Daly,Northern Territory,Other,3.3933273
2015 Q1,Katherine Daly,Northern Territory,Other,3.9147026
2015 Q2,Katherine Daly,Northern Territory,Other,0.2866784
2015 Q3,Katherine Daly,Northern Territory,Other,3.3710174
2015 Q4,Katherine Daly,Northern Territory,Other,0.2736318
2016 Q1,Katherine Daly,Northern Territory,Other,6.8776524
2016 Q2,Katherine Daly,Northern Territory,Other,1.5775366
2016 Q3,Katherine Daly,Northern Territory,Other,0.8041522
2016 Q4,Katherine Daly,Northern Territory,Other,0.5602946
2017 Q1,Katherine Daly,Northern Territory,Other,0.4777394
2017 Q2,Katherine Daly,Northern Territory,Other,0
2017 Q3,Katherine Daly,Northern Territory,Other,0
2017 Q4,Katherine Daly,Northern Territory,Other,9.6820608
1998 Q1,Katherine Daly,Northern Territory,Visiting,3.4087742
1998 Q2,Katherine Daly,Northern Territory,Visiting,10.0707066
1998 Q3,Katherine Daly,Northern Territory,Visiting,10.7130221
1998 Q4,Katherine Daly,Northern Territory,Visiting,0.3285344
1999 Q1,Katherine Daly,Northern Territory,Visiting,5.7157229
1999 Q2,Katherine Daly,Northern Territory,Visiting,10.8207064
1999 Q3,Katherine Daly,Northern Territory,Visiting,3.7362813
1999 Q4,Katherine Daly,Northern Territory,Visiting,1.4240971
2000 Q1,Katherine Daly,Northern Territory,Visiting,3.5350085
2000 Q2,Katherine Daly,Northern Territory,Visiting,2.72135
2000 Q3,Katherine Daly,Northern Territory,Visiting,4.14763
2000 Q4,Katherine Daly,Northern Territory,Visiting,3.1110223
2001 Q1,Katherine Daly,Northern Territory,Visiting,2.9234479
2001 Q2,Katherine Daly,Northern Territory,Visiting,18.4900709
2001 Q3,Katherine Daly,Northern Territory,Visiting,6.2808203
2001 Q4,Katherine Daly,Northern Territory,Visiting,7.0204505
2002 Q1,Katherine Daly,Northern Territory,Visiting,4.1601819
2002 Q2,Katherine Daly,Northern Territory,Visiting,1.4200329
2002 Q3,Katherine Daly,Northern Territory,Visiting,9.230077
2002 Q4,Katherine Daly,Northern Territory,Visiting,5.913758
2003 Q1,Katherine Daly,Northern Territory,Visiting,8.5046996
2003 Q2,Katherine Daly,Northern Territory,Visiting,1.0120821
2003 Q3,Katherine Daly,Northern Territory,Visiting,15.1612635
2003 Q4,Katherine Daly,Northern Territory,Visiting,3.6761206
2004 Q1,Katherine Daly,Northern Territory,Visiting,7.1437812
2004 Q2,Katherine Daly,Northern Territory,Visiting,4.7944369
2004 Q3,Katherine Daly,Northern Territory,Visiting,2.6836372
2004 Q4,Katherine Daly,Northern Territory,Visiting,0.7486168
2005 Q1,Katherine Daly,Northern Territory,Visiting,2.2262647
2005 Q2,Katherine Daly,Northern Territory,Visiting,13.2164038
2005 Q3,Katherine Daly,Northern Territory,Visiting,11.4805063
2005 Q4,Katherine Daly,Northern Territory,Visiting,3.7084142
2006 Q1,Katherine Daly,Northern Territory,Visiting,12.557347
2006 Q2,Katherine Daly,Northern Territory,Visiting,3.759198
2006 Q3,Katherine Daly,Northern Territory,Visiting,5.868944
2006 Q4,Katherine Daly,Northern Territory,Visiting,7.564403
2007 Q1,Katherine Daly,Northern Territory,Visiting,3.5217357
2007 Q2,Katherine Daly,Northern Territory,Visiting,7.47937
2007 Q3,Katherine Daly,Northern Territory,Visiting,4.5306226
2007 Q4,Katherine Daly,Northern Territory,Visiting,5.5207208
2008 Q1,Katherine Daly,Northern Territory,Visiting,3.5657636
2008 Q2,Katherine Daly,Northern Territory,Visiting,5.4169746
2008 Q3,Katherine Daly,Northern Territory,Visiting,13.9078917
2008 Q4,Katherine Daly,Northern Territory,Visiting,0.974403
2009 Q1,Katherine Daly,Northern Territory,Visiting,2.8693666
2009 Q2,Katherine Daly,Northern Territory,Visiting,5.3291393
2009 Q3,Katherine Daly,Northern Territory,Visiting,3.3667611
2009 Q4,Katherine Daly,Northern Territory,Visiting,3.1500182
2010 Q1,Katherine Daly,Northern Territory,Visiting,1.9846884
2010 Q2,Katherine Daly,Northern Territory,Visiting,3.408019
2010 Q3,Katherine Daly,Northern Territory,Visiting,7.6214384
2010 Q4,Katherine Daly,Northern Territory,Visiting,0.4448815
2011 Q1,Katherine Daly,Northern Territory,Visiting,2.6761849
2011 Q2,Katherine Daly,Northern Territory,Visiting,2.0830549
2011 Q3,Katherine Daly,Northern Territory,Visiting,7.2957284
2011 Q4,Katherine Daly,Northern Territory,Visiting,3.8388577
2012 Q1,Katherine Daly,Northern Territory,Visiting,1.3369906
2012 Q2,Katherine Daly,Northern Territory,Visiting,5.7962979
2012 Q3,Katherine Daly,Northern Territory,Visiting,5.7408635
2012 Q4,Katherine Daly,Northern Territory,Visiting,11.7849331
2013 Q1,Katherine Daly,Northern Territory,Visiting,0
2013 Q2,Katherine Daly,Northern Territory,Visiting,2.9697202
2013 Q3,Katherine Daly,Northern Territory,Visiting,4.2253802
2013 Q4,Katherine Daly,Northern Territory,Visiting,5.8895314
2014 Q1,Katherine Daly,Northern Territory,Visiting,4.8249048
2014 Q2,Katherine Daly,Northern Territory,Visiting,39.0384354
2014 Q3,Katherine Daly,Northern Territory,Visiting,3.1644705
2014 Q4,Katherine Daly,Northern Territory,Visiting,6.7296458
2015 Q1,Katherine Daly,Northern Territory,Visiting,3.849162
2015 Q2,Katherine Daly,Northern Territory,Visiting,2.913419
2015 Q3,Katherine Daly,Northern Territory,Visiting,34.8633323
2015 Q4,Katherine Daly,Northern Territory,Visiting,6.9162065
2016 Q1,Katherine Daly,Northern Territory,Visiting,6.1749471
2016 Q2,Katherine Daly,Northern Territory,Visiting,19.3421488
2016 Q3,Katherine Daly,Northern Territory,Visiting,2.8007398
2016 Q4,Katherine Daly,Northern Territory,Visiting,22.0359097
2017 Q1,Katherine Daly,Northern Territory,Visiting,1.9986768
2017 Q2,Katherine Daly,Northern Territory,Visiting,4.8153018
2017 Q3,Katherine Daly,Northern Territory,Visiting,12.1587006
2017 Q4,Katherine Daly,Northern Territory,Visiting,8.9315055
1998 Q1,Lakes,Victoria,Business,9.7822179
1998 Q2,Lakes,Victoria,Business,42.5966141
1998 Q3,Lakes,Victoria,Business,28.5876848
1998 Q4,Lakes,Victoria,Business,26.9473938
1999 Q1,Lakes,Victoria,Business,2.9184524
1999 Q2,Lakes,Victoria,Business,20.2426382
1999 Q3,Lakes,Victoria,Business,4.3241904
1999 Q4,Lakes,Victoria,Business,1.9056419
2000 Q1,Lakes,Victoria,Business,6.8633683
2000 Q2,Lakes,Victoria,Business,2.0286119
2000 Q3,Lakes,Victoria,Business,12.5882274
2000 Q4,Lakes,Victoria,Business,9.2582932
2001 Q1,Lakes,Victoria,Business,7.1741361
2001 Q2,Lakes,Victoria,Business,15.6960386
2001 Q3,Lakes,Victoria,Business,40.6808245
2001 Q4,Lakes,Victoria,Business,12.0845217
2002 Q1,Lakes,Victoria,Business,8.332412
2002 Q2,Lakes,Victoria,Business,16.7061377
2002 Q3,Lakes,Victoria,Business,1.8933202
2002 Q4,Lakes,Victoria,Business,9.9980652
2003 Q1,Lakes,Victoria,Business,11.29656
2003 Q2,Lakes,Victoria,Business,7.702987
2003 Q3,Lakes,Victoria,Business,4.2786025
2003 Q4,Lakes,Victoria,Business,20.8847708
2004 Q1,Lakes,Victoria,Business,13.6310729
2004 Q2,Lakes,Victoria,Business,20.945672
2004 Q3,Lakes,Victoria,Business,37.7221859
2004 Q4,Lakes,Victoria,Business,9.7190778
2005 Q1,Lakes,Victoria,Business,0
2005 Q2,Lakes,Victoria,Business,23.0804019
2005 Q3,Lakes,Victoria,Business,3.8287794
2005 Q4,Lakes,Victoria,Business,13.8273268
2006 Q1,Lakes,Victoria,Business,3.623524
2006 Q2,Lakes,Victoria,Business,13.167806
2006 Q3,Lakes,Victoria,Business,20.079987
2006 Q4,Lakes,Victoria,Business,17.615025
2007 Q1,Lakes,Victoria,Business,7.969175
2007 Q2,Lakes,Victoria,Business,2.5520125
2007 Q3,Lakes,Victoria,Business,15.6645741
2007 Q4,Lakes,Victoria,Business,11.6664011
2008 Q1,Lakes,Victoria,Business,1.855788
2008 Q2,Lakes,Victoria,Business,3.2157404
2008 Q3,Lakes,Victoria,Business,24.8308739
2008 Q4,Lakes,Victoria,Business,14.7821534
2009 Q1,Lakes,Victoria,Business,3.7653153
2009 Q2,Lakes,Victoria,Business,7.2239357
2009 Q3,Lakes,Victoria,Business,0.7599032
2009 Q4,Lakes,Victoria,Business,14.5899228
2010 Q1,Lakes,Victoria,Business,20.7511402
2010 Q2,Lakes,Victoria,Business,23.573669
