Week,Airports,Class,Passengers
1991 W49,SYD-ADL,Business,428
1991 W50,SYD-ADL,Business,346
1991 W51,SYD-ADL,Business,64
1991 W52,SYD-ADL,Business,108
1992 W01,SYD-ADL,Business,151
1992 W02,SYD-ADL,Business,255
1992 W03,SYD-ADL,Business,252
1992 W04,SYD-ADL,Business,298
1992 W05,SYD-ADL,Business,347
1992 W06,SYD-ADL,Business,403
1992 W07,SYD-ADL,Business,375
1992 W08,SYD-ADL,Business,463
1992 W09,SYD-ADL,Business,447
1992 W10,SYD-ADL,Business,468
1992 W11,SYD-ADL,Business,480
1992 W12,SYD-ADL,Business,1860
1992 W13,SYD-ADL,Business,1860
1992 W14,SYD-ADL,Business,1861
1992 W15,SYD-ADL,Business,1833
1992 W16,SYD-ADL,Business,1377
1992 W17,SYD-ADL,Business,1824
1992 W18,SYD-ADL,Business,1762
1992 W19,SYD-ADL,Business,1584
1992 W20,SYD-ADL,Business,1648
1992 W21,SYD-ADL,Business,1554
1992 W22,SYD-ADL,Business,1420
1992 W23,SYD-ADL,Business,1141
1992 W24,SYD-ADL,Business,1201
1992 W25,SYD-ADL,Business,819
1992 W26,SYD-ADL,Business,773
1992 W27,SYD-ADL,Business,728
1992 W28,SYD-ADL,Business,704
1992 W29,SYD-ADL,Business,797
1992 W30,SYD-ADL,Business,618
1992 W31,SYD-ADL,Business,677
1992 W32,SYD-ADL,Business,670
1992 W33,SYD-ADL,Business,614
1992 W34,SYD-ADL,Business,724
1992 W35,SYD-ADL,Business,571
1992 W36,SYD-ADL,Business,515
1992 W37,SYD-ADL,Business,667
1992 W38,SYD-ADL,Business,619
1992 W39,SYD-ADL,Business,579
1992 W40,SYD-ADL,Business,489
1992 W41,SYD-ADL,Business,657
1992 W42,SYD-ADL,Business,746
1992 W43,SYD-ADL,Business,644
1992 W44,SYD-ADL,Business,750
1992 W45,SYD-ADL,Business,975
1992 W46,SYD-ADL,Business,673
1992 W47,SYD-ADL,Business,677
1987 W26,SYD-ADL,Economy,4263
1987 W27,SYD-ADL,Economy,4050
1987 W28,SYD-ADL,Economy,4316
1987 W29,SYD-ADL,Economy,4196
1987 W30,SYD-ADL,Economy,3842
1987 W31,SYD-ADL,Economy,3979
1987 W32,SYD-ADL,Economy,3947
1987 W33,SYD-ADL,Economy,3955
1987 W34,SYD-ADL,Economy,4114
1987 W35,SYD-ADL,Economy,4029
1987 W36,SYD-ADL,Economy,3858
1987 W37,SYD-ADL,Economy,4044
1987 W38,SYD-ADL,Economy,4657
1987 W39,SYD-ADL,Economy,4473
1987 W40,SYD-ADL,Economy,5003
1987 W41,SYD-ADL,Economy,4519
1987 W42,SYD-ADL,Economy,3846
1987 W43,SYD-ADL,Economy,4302
1987 W44,SYD-ADL,Economy,4380
1987 W45,SYD-ADL,Economy,6241
1987 W46,SYD-ADL,Economy,6977
1987 W47,SYD-ADL,Economy,4008
1987 W48,SYD-ADL,Economy,3907
1987 W49,SYD-ADL,Economy,3972
1987 W50,SYD-ADL,Economy,4445
1987 W51,SYD-ADL,Economy,4043
1987 W52,SYD-ADL,Economy,3678
1987 W53,SYD-ADL,Economy,4058
1988 W01,SYD-ADL,Economy,4660
1988 W02,SYD-ADL,Economy,4431
1988 W03,SYD-ADL,Economy,4359
1988 W04,SYD-ADL,Economy,3935
1988 W05,SYD-ADL,Economy,4281
1988 W06,SYD-ADL,Economy,4536
1988 W07,SYD-ADL,Economy,3821
1988 W08,SYD-ADL,Economy,3476
1988 W09,SYD-ADL,Economy,4449
1988 W10,SYD-ADL,Economy,4234
1988 W11,SYD-ADL,Economy,4462
1988 W12,SYD-ADL,Economy,4675
1988 W13,SYD-ADL,Economy,4478
1988 W14,SYD-ADL,Economy,4860
1988 W15,SYD-ADL,Economy,4741
1988 W16,SYD-ADL,Economy,4405
1988 W17,SYD-ADL,Economy,4360
1988 W18,SYD-ADL,Economy,4268
1988 W19,SYD-ADL,Economy,4149
1988 W20,SYD-ADL,Economy,4103
1988 W21,SYD-ADL,Economy,3826
1988 W22,SYD-ADL,Economy,3539
1988 W23,SYD-ADL,Economy,3789
1988 W24,SYD-ADL,Economy,3944
1988 W25,SYD-ADL,Economy,4258
1988 W26,SYD-ADL,Economy,4764
1988 W27,SYD-ADL,Economy,5000
1988 W28,SYD-ADL,Economy,4552
1988 W29,SYD-ADL,Economy,4206
1988 W30,SYD-ADL,Economy,3949
1988 W31,SYD-ADL,Economy,4237
1988 W32,SYD-ADL,Economy,4298
1988 W33,SYD-ADL,Economy,4387
1988 W34,SYD-ADL,Economy,4547
1988 W35,SYD-ADL,Economy,4246
1988 W36,SYD-ADL,Economy,4743
1988 W37,SYD-ADL,Economy,4671
1988 W38,SYD-ADL,Economy,4930
1988 W39,SYD-ADL,Economy,3542
1988 W40,SYD-ADL,Economy,4835
1988 W41,SYD-ADL,Economy,4149
1988 W42,SYD-ADL,Economy,4470
1988 W43,SYD-ADL,Economy,4176
1988 W44,SYD-ADL,Economy,6783
1988 W45,SYD-ADL,Economy,7261
1988 W46,SYD-ADL,Economy,4439
1988 W47,SYD-ADL,Economy,4419
1988 W48,SYD-ADL,Economy,4434
1988 W49,SYD-ADL,Economy,4439
1988 W50,SYD-ADL,Economy,4478
1988 W51,SYD-ADL,Economy,3471
1988 W52,SYD-ADL,Economy,4095
1989 W01,SYD-ADL,Economy,4252
1989 W02,SYD-ADL,Economy,4262
1989 W03,SYD-ADL,Economy,4225
1989 W04,SYD-ADL,Economy,4160
1989 W05,SYD-ADL,Economy,4823
1989 W06,SYD-ADL,Economy,4460
1989 W07,SYD-ADL,Economy,3818
1989 W08,SYD-ADL,Economy,3814
1989 W09,SYD-ADL,Economy,3869
1989 W10,SYD-ADL,Economy,4538
1989 W11,SYD-ADL,Economy,4784
1989 W12,SYD-ADL,Economy,4461
1989 W13,SYD-ADL,Economy,4125
1989 W14,SYD-ADL,Economy,4301
1989 W15,SYD-ADL,Economy,4528
1989 W16,SYD-ADL,Economy,3950
1989 W17,SYD-ADL,Economy,3958
1989 W18,SYD-ADL,Economy,3830
1989 W19,SYD-ADL,Economy,3646
1989 W20,SYD-ADL,Economy,3791
1989 W21,SYD-ADL,Economy,3549
1989 W22,SYD-ADL,Economy,3764
1989 W23,SYD-ADL,Economy,3762
1989 W24,SYD-ADL,Economy,4371
1989 W25,SYD-ADL,Economy,4220
1989 W26,SYD-ADL,Economy,4759
1989 W27,SYD-ADL,Economy,4980
1989 W28,SYD-ADL,Economy,4474
1989 W29,SYD-ADL,Economy,3831
1989 W30,SYD-ADL,Economy,3737
1989 W31,SYD-ADL,Economy,3710
1989 W32,SYD-ADL,Economy,3381
1989 W33,SYD-ADL,Economy,1656
1989 W34,SYD-ADL,Economy,0
1989 W35,SYD-ADL,Economy,0
1989 W36,SYD-ADL,Economy,0
1989 W37,SYD-ADL,Economy,0
1989 W38,SYD-ADL,Economy,0
1989 W39,SYD-ADL,Economy,0
1989 W40,SYD-ADL,Economy,0
1989 W41,SYD-ADL,Economy,2436
1989 W42,SYD-ADL,Economy,2191
1989 W43,SYD-ADL,Economy,2598
1989 W44,SYD-ADL,Economy,3405
1989 W45,SYD-ADL,Economy,3389
1989 W46,SYD-ADL,Economy,4200
1989 W47,SYD-ADL,Economy,4459
1989 W48,SYD-ADL,Economy,4420
1989 W49,SYD-ADL,Economy,4680
1989 W50,SYD-ADL,Economy,3618
1989 W51,SYD-ADL,Economy,2968
1989 W52,SYD-ADL,Economy,3461
1990 W01,SYD-ADL,Economy,3753
1990 W02,SYD-ADL,Economy,3666
1990 W03,SYD-ADL,Economy,3337
1990 W04,SYD-ADL,Economy,3414
1990 W05,SYD-ADL,Economy,3116
1990 W06,SYD-ADL,Economy,3431
1990 W07,SYD-ADL,Economy,3624
1990 W08,SYD-ADL,Economy,3365
1990 W09,SYD-ADL,Economy,3422
1990 W10,SYD-ADL,Economy,3480
1990 W11,SYD-ADL,Economy,3823
1990 W12,SYD-ADL,Economy,3999
1990 W13,SYD-ADL,Economy,4363
1990 W14,SYD-ADL,Economy,4592
1990 W15,SYD-ADL,Economy,4211
1990 W16,SYD-ADL,Economy,4580
1990 W17,SYD-ADL,Economy,4386
1990 W18,SYD-ADL,Economy,3862
1990 W19,SYD-ADL,Economy,3763
1990 W20,SYD-ADL,Economy,3682
1990 W21,SYD-ADL,Economy,3601
1990 W22,SYD-ADL,Economy,4018
1990 W23,SYD-ADL,Economy,3853
1990 W24,SYD-ADL,Economy,3815
1990 W25,SYD-ADL,Economy,4415
1990 W26,SYD-ADL,Economy,4762
1990 W27,SYD-ADL,Economy,5122
1990 W28,SYD-ADL,Economy,4499
1990 W29,SYD-ADL,Economy,4375
1990 W30,SYD-ADL,Economy,3977
1990 W31,SYD-ADL,Economy,4247
1990 W32,SYD-ADL,Economy,4381
1990 W33,SYD-ADL,Economy,4042
1990 W34,SYD-ADL,Economy,4072
1990 W35,SYD-ADL,Economy,4025
1990 W36,SYD-ADL,Economy,3817
1990 W37,SYD-ADL,Economy,4220
1990 W38,SYD-ADL,Economy,3373
1990 W39,SYD-ADL,Economy,4898
1990 W40,SYD-ADL,Economy,4244
1990 W41,SYD-ADL,Economy,4497
1990 W42,SYD-ADL,Economy,4196
1990 W43,SYD-ADL,Economy,5778
1990 W44,SYD-ADL,Economy,5978
1990 W45,SYD-ADL,Economy,4475
1990 W46,SYD-ADL,Economy,4567
1990 W47,SYD-ADL,Economy,4438
1990 W48,SYD-ADL,Economy,4502
1990 W49,SYD-ADL,Economy,4495
1990 W50,SYD-ADL,Economy,4915
1990 W51,SYD-ADL,Economy,4610
1990 W52,SYD-ADL,Economy,4878
1991 W01,SYD-ADL,Economy,5072
1991 W02,SYD-ADL,Economy,5268
1991 W03,SYD-ADL,Economy,5499
1991 W04,SYD-ADL,Economy,4814
1991 W05,SYD-ADL,Economy,4623
1991 W06,SYD-ADL,Economy,4982
1991 W07,SYD-ADL,Economy,5086
1991 W08,SYD-ADL,Economy,4641
1991 W09,SYD-ADL,Economy,4093
1991 W10,SYD-ADL,Economy,4229
1991 W11,SYD-ADL,Economy,4707
1991 W12,SYD-ADL,Economy,4426
1991 W13,SYD-ADL,Economy,4543
1991 W14,SYD-ADL,Economy,4651
1991 W15,SYD-ADL,Economy,4674
1991 W16,SYD-ADL,Economy,4285
1991 W17,SYD-ADL,Economy,4830
1991 W18,SYD-ADL,Economy,4213
1991 W19,SYD-ADL,Economy,4409
1991 W20,SYD-ADL,Economy,4021
1991 W21,SYD-ADL,Economy,4285
1991 W22,SYD-ADL,Economy,4339
1991 W23,SYD-ADL,Economy,3839
1991 W24,SYD-ADL,Economy,4226
1991 W25,SYD-ADL,Economy,4327
1991 W26,SYD-ADL,Economy,4819
1991 W27,SYD-ADL,Economy,5052
1991 W28,SYD-ADL,Economy,5012
1991 W29,SYD-ADL,Economy,4738
1991 W30,SYD-ADL,Economy,4353
1991 W31,SYD-ADL,Economy,4465
1991 W32,SYD-ADL,Economy,4735
1991 W33,SYD-ADL,Economy,4486
1991 W34,SYD-ADL,Economy,4843
1991 W35,SYD-ADL,Economy,4956
1991 W36,SYD-ADL,Economy,4999
1991 W37,SYD-ADL,Economy,5590
1991 W38,SYD-ADL,Economy,5468
1991 W39,SYD-ADL,Economy,5916
1991 W40,SYD-ADL,Economy,5943
1991 W41,SYD-ADL,Economy,6139
1991 W42,SYD-ADL,Economy,5490
1991 W43,SYD-ADL,Economy,7232
1991 W44,SYD-ADL,Economy,7650
1991 W45,SYD-ADL,Economy,5690
1991 W46,SYD-ADL,Economy,5453
1991 W47,SYD-ADL,Economy,6012
1991 W48,SYD-ADL,Economy,5365
1991 W49,SYD-ADL,Economy,5427
1991 W50,SYD-ADL,Economy,6126
1991 W51,SYD-ADL,Economy,6590
1991 W52,SYD-ADL,Economy,6079
1992 W01,SYD-ADL,Economy,6810
1992 W02,SYD-ADL,Economy,6855
1992 W03,SYD-ADL,Economy,6646
1992 W04,SYD-ADL,Economy,5422
1992 W05,SYD-ADL,Economy,4957
1992 W06,SYD-ADL,Economy,5106
1992 W07,SYD-ADL,Economy,5312
1992 W08,SYD-ADL,Economy,5630
1992 W09,SYD-ADL,Economy,5962
1992 W10,SYD-ADL,Economy,5616
1992 W11,SYD-ADL,Economy,5725
1992 W12,SYD-ADL,Economy,4171
1992 W13,SYD-ADL,Economy,3891
1992 W14,SYD-ADL,Economy,4430
1992 W15,SYD-ADL,Economy,4570
1992 W16,SYD-ADL,Economy,4640
1992 W17,SYD-ADL,Economy,4267
1992 W18,SYD-ADL,Economy,4402
1992 W19,SYD-ADL,Economy,4319
1992 W20,SYD-ADL,Economy,4523
1992 W21,SYD-ADL,Economy,4249
1992 W22,SYD-ADL,Economy,4581
1992 W23,SYD-ADL,Economy,4748
1992 W24,SYD-ADL,Economy,4859
1992 W25,SYD-ADL,Economy,5850
1992 W26,SYD-ADL,Economy,6288
1992 W27,SYD-ADL,Economy,6493
1992 W28,SYD-ADL,Economy,6982
1992 W29,SYD-ADL,Economy,6131
1992 W30,SYD-ADL,Economy,6013
1992 W31,SYD-ADL,Economy,5825
1992 W32,SYD-ADL,Economy,5900
1992 W33,SYD-ADL,Economy,5984
1992 W34,SYD-ADL,Economy,6018
1992 W35,SYD-ADL,Economy,5724
1992 W36,SYD-ADL,Economy,6151
1992 W37,SYD-ADL,Economy,6383
1992 W38,SYD-ADL,Economy,6539
1992 W39,SYD-ADL,Economy,7125
1992 W40,SYD-ADL,Economy,6876
1992 W41,SYD-ADL,Economy,6488
1992 W42,SYD-ADL,Economy,6403
1992 W43,SYD-ADL,Economy,6233
1992 W44,SYD-ADL,Economy,8147
1992 W45,SYD-ADL,Economy,8356
1992 W46,SYD-ADL,Economy,6029
1992 W47,SYD-ADL,Economy,6009
1987 W26,SYD-ADL,First,351
1987 W27,SYD-ADL,First,336
1987 W28,SYD-ADL,First,299
1987 W29,SYD-ADL,First,438
1987 W30,SYD-ADL,First,355
1987 W31,SYD-ADL,First,440
1987 W32,SYD-ADL,First,368
1987 W33,SYD-ADL,First,417
1987 W34,SYD-ADL,First,378
1987 W35,SYD-ADL,First,401
1987 W36,SYD-ADL,First,373
1987 W37,SYD-ADL,First,384
1987 W38,SYD-ADL,First,367
1987 W39,SYD-ADL,First,448
1987 W40,SYD-ADL,First,417
1987 W41,SYD-ADL,First,443
1987 W42,SYD-ADL,First,408
1987 W43,SYD-ADL,First,451
1987 W44,SYD-ADL,First,422
1987 W45,SYD-ADL,First,739
1987 W46,SYD-ADL,First,803
1987 W47,SYD-ADL,First,398
1987 W48,SYD-ADL,First,420
1987 W49,SYD-ADL,First,405
1987 W50,SYD-ADL,First,326
1987 W51,SYD-ADL,First,216
1987 W52,SYD-ADL,First,91
1987 W53,SYD-ADL,First,152
1988 W01,SYD-ADL,First,174
1988 W02,SYD-ADL,First,257
1988 W03,SYD-ADL,First,328
1988 W04,SYD-ADL,First,433
1988 W05,SYD-ADL,First,459
1988 W06,SYD-ADL,First,461
1988 W07,SYD-ADL,First,408
1988 W08,SYD-ADL,First,333
1988 W09,SYD-ADL,First,482
1988 W10,SYD-ADL,First,401
1988 W11,SYD-ADL,First,417
1988 W12,SYD-ADL,First,253
1988 W13,SYD-ADL,First,314
1988 W14,SYD-ADL,First,428
1988 W15,SYD-ADL,First,411
1988 W16,SYD-ADL,First,322
1988 W17,SYD-ADL,First,439
1988 W18,SYD-ADL,First,464
1988 W19,SYD-ADL,First,425
1988 W20,SYD-ADL,First,450
1988 W21,SYD-ADL,First,352
1988 W22,SYD-ADL,First,340
1988 W23,SYD-ADL,First,341
1988 W24,SYD-ADL,First,384
1988 W25,SYD-ADL,First,339
1988 W26,SYD-ADL,First,318
1988 W27,SYD-ADL,First,347
1988 W28,SYD-ADL,First,357
1988 W29,SYD-ADL,First,414
1988 W30,SYD-ADL,First,384
1988 W31,SYD-ADL,First,389
1988 W32,SYD-ADL,First,342
1988 W33,SYD-ADL,First,367
1988 W34,SYD-ADL,First,373
1988 W35,SYD-ADL,First,404
1988 W36,SYD-ADL,First,373
1988 W37,SYD-ADL,First,378
1988 W38,SYD-ADL,First,320
1988 W39,SYD-ADL,First,215
1988 W40,SYD-ADL,First,326
1988 W41,SYD-ADL,First,301
1988 W42,SYD-ADL,First,412
1988 W43,SYD-ADL,First,361
1988 W44,SYD-ADL,First,681
1988 W45,SYD-ADL,First,828
1988 W46,SYD-ADL,First,417
1988 W47,SYD-ADL,First,416
1988 W48,SYD-ADL,First,450
1988 W49,SYD-ADL,First,354
1988 W50,SYD-ADL,First,285
1988 W51,SYD-ADL,First,104
1988 W52,SYD-ADL,First,153
1989 W01,SYD-ADL,First,202
1989 W02,SYD-ADL,First,242
1989 W03,SYD-ADL,First,241
1989 W04,SYD-ADL,First,316
1989 W05,SYD-ADL,First,394
1989 W06,SYD-ADL,First,384
1989 W07,SYD-ADL,First,317
1989 W08,SYD-ADL,First,345
1989 W09,SYD-ADL,First,364
1989 W10,SYD-ADL,First,365
1989 W11,SYD-ADL,First,303
1989 W12,SYD-ADL,First,307
1989 W13,SYD-ADL,First,315
1989 W14,SYD-ADL,First,288
1989 W15,SYD-ADL,First,391
1989 W16,SYD-ADL,First,334
1989 W17,SYD-ADL,First,338
1989 W18,SYD-ADL,First,422
1989 W19,SYD-ADL,First,355
1989 W20,SYD-ADL,First,293
1989 W21,SYD-ADL,First,310
1989 W22,SYD-ADL,First,388
1989 W23,SYD-ADL,First,355
1989 W24,SYD-ADL,First,322
1989 W25,SYD-ADL,First,290
1989 W26,SYD-ADL,First,347
1989 W27,SYD-ADL,First,286
1989 W28,SYD-ADL,First,261
1989 W29,SYD-ADL,First,298
1989 W30,SYD-ADL,First,263
1989 W31,SYD-ADL,First,343
1989 W32,SYD-ADL,First,255
1989 W33,SYD-ADL,First,147
1989 W34,SYD-ADL,First,0
1989 W35,SYD-ADL,First,0
1989 W36,SYD-ADL,First,0
1989 W37,SYD-ADL,First,0
1989 W38,SYD-ADL,First,0
1989 W39,SYD-ADL,First,0
1989 W40,SYD-ADL,First,0
1989 W41,SYD-ADL,First,0
1989 W42,SYD-ADL,First,0
1989 W43,SYD-ADL,First,63
1989 W44,SYD-ADL,First,116
1989 W45,SYD-ADL,First,42
1989 W46,SYD-ADL,First,37
1989 W47,SYD-ADL,First,30
1989 W48,SYD-ADL,First,32
1989 W49,SYD-ADL,First,40
1989 W50,SYD-ADL,First,162
1989 W51,SYD-ADL,First,62
1989 W52,SYD-ADL,First,93
1990 W01,SYD-ADL,First,147
1990 W02,SYD-ADL,First,225
1990 W03,SYD-ADL,First,216
1990 W04,SYD-ADL,First,214
1990 W05,SYD-ADL,First,341
1990 W06,SYD-ADL,First,240
1990 W07,SYD-ADL,First,356
1990 W08,SYD-ADL,First,300
1990 W09,SYD-ADL,First,313
1990 W10,SYD-ADL,First,310
1990 W11,SYD-ADL,First,381
1990 W12,SYD-ADL,First,335
1990 W13,SYD-ADL,First,266
1990 W14,SYD-ADL,First,226
1990 W15,SYD-ADL,First,235
1990 W16,SYD-ADL,First,254
1990 W17,SYD-ADL,First,274
1990 W18,SYD-ADL,First,316
1990 W19,SYD-ADL,First,268
1990 W20,SYD-ADL,First,255
1990 W21,SYD-ADL,First,261
1990 W22,SYD-ADL,First,275
1990 W23,SYD-ADL,First,233
1990 W24,SYD-ADL,First,286
1990 W25,SYD-ADL,First,275
1990 W26,SYD-ADL,First,252
1990 W27,SYD-ADL,First,209
1990 W28,SYD-ADL,First,260
1990 W29,SYD-ADL,First,263
1990 W30,SYD-ADL,First,233
1990 W31,SYD-ADL,First,264
1990 W32,SYD-ADL,First,258
1990 W33,SYD-ADL,First,256
1990 W34,SYD-ADL,First,231
1990 W35,SYD-ADL,First,259
1990 W36,SYD-ADL,First,220
1990 W37,SYD-ADL,First,229
1990 W38,SYD-ADL,First,172
1990 W39,SYD-ADL,First,205
1990 W40,SYD-ADL,First,217
1990 W41,SYD-ADL,First,331
1990 W42,SYD-ADL,First,374
1990 W43,SYD-ADL,First,339
1990 W44,SYD-ADL,First,406
1990 W45,SYD-ADL,First,251
1990 W46,SYD-ADL,First,303
1990 W47,SYD-ADL,First,280
1990 W48,SYD-ADL,First,249
1990 W49,SYD-ADL,First,275
1990 W50,SYD-ADL,First,237
1990 W51,SYD-ADL,First,42
1990 W52,SYD-ADL,First,69
1991 W01,SYD-ADL,First,133
1991 W02,SYD-ADL,First,164
1991 W03,SYD-ADL,First,237
1991 W04,SYD-ADL,First,198
1991 W05,SYD-ADL,First,219
1991 W06,SYD-ADL,First,226
1991 W07,SYD-ADL,First,287
1991 W08,SYD-ADL,First,269
1991 W09,SYD-ADL,First,213
1991 W10,SYD-ADL,First,231
1991 W11,SYD-ADL,First,225
1991 W12,SYD-ADL,First,206
1991 W13,SYD-ADL,First,160
1991 W14,SYD-ADL,First,224
1991 W15,SYD-ADL,First,167
1991 W16,SYD-ADL,First,206
1991 W17,SYD-ADL,First,176
1991 W18,SYD-ADL,First,234
1991 W19,SYD-ADL,First,221
1991 W20,SYD-ADL,First,224
1991 W21,SYD-ADL,First,213
1991 W22,SYD-ADL,First,213
1991 W23,SYD-ADL,First,194
1991 W24,SYD-ADL,First,213
1991 W25,SYD-ADL,First,209
1991 W26,SYD-ADL,First,166
1991 W27,SYD-ADL,First,160
1991 W28,SYD-ADL,First,148
1991 W29,SYD-ADL,First,197
1991 W30,SYD-ADL,First,205
1991 W31,SYD-ADL,First,162
1991 W32,SYD-ADL,First,178
1991 W33,SYD-ADL,First,141
1991 W34,SYD-ADL,First,158
1991 W35,SYD-ADL,First,178
1991 W36,SYD-ADL,First,174
1991 W37,SYD-ADL,First,158
1991 W38,SYD-ADL,First,157
1991 W39,SYD-ADL,First,194
1991 W40,SYD-ADL,First,156
1991 W41,SYD-ADL,First,166
1991 W42,SYD-ADL,First,192
1991 W43,SYD-ADL,First,225
1991 W44,SYD-ADL,First,258
1991 W45,SYD-ADL,First,173
1991 W46,SYD-ADL,First,172
1991 W47,SYD-ADL,First,196
1991 W48,SYD-ADL,First,187
1991 W49,SYD-ADL,First,165
1991 W50,SYD-ADL,First,164
1991 W51,SYD-ADL,First,84
1991 W52,SYD-ADL,First,81
1992 W01,SYD-ADL,First,112
1992 W02,SYD-ADL,First,132
1992 W03,SYD-ADL,First,140
1992 W04,SYD-ADL,First,107
1992 W05,SYD-ADL,First,266
1992 W06,SYD-ADL,First,425
1992 W07,SYD-ADL,First,464
1992 W08,SYD-ADL,First,433
1992 W09,SYD-ADL,First,480
1992 W10,SYD-ADL,First,414
1992 W11,SYD-ADL,First,440
1992 W12,SYD-ADL,First,538
1992 W13,SYD-ADL,First,427
1992 W14,SYD-ADL,First,492
1992 W15,SYD-ADL,First,423
1992 W16,SYD-ADL,First,353
1992 W17,SYD-ADL,First,415
1992 W18,SYD-ADL,First,522
1992 W19,SYD-ADL,First,537
1992 W20,SYD-ADL,First,441
1992 W21,SYD-ADL,First,384
1992 W22,SYD-ADL,First,402
1992 W23,SYD-ADL,First,264
1992 W24,SYD-ADL,First,320
1992 W25,SYD-ADL,First,342
1992 W26,SYD-ADL,First,300
1992 W27,SYD-ADL,First,286
1992 W28,SYD-ADL,First,242
1992 W29,SYD-ADL,First,271
1992 W30,SYD-ADL,First,205
1992 W31,SYD-ADL,First,301
1992 W32,SYD-ADL,First,242
1992 W33,SYD-ADL,First,249
1992 W34,SYD-ADL,First,261
1992 W35,SYD-ADL,First,306
1992 W36,SYD-ADL,First,257
1992 W37,SYD-ADL,First,274
1992 W38,SYD-ADL,First,284
1992 W39,SYD-ADL,First,311
1992 W40,SYD-ADL,First,217
1992 W41,SYD-ADL,First,287
1992 W42,SYD-ADL,First,301
1992 W43,SYD-ADL,First,258
1992 W44,SYD-ADL,First,312
1992 W45,SYD-ADL,First,339
1992 W46,SYD-ADL,First,288
1992 W47,SYD-ADL,First,251
1989 W28,SYD-BNE,Business,790
1989 W29,SYD-BNE,Business,872
1989 W30,SYD-BNE,Business,827
1989 W31,SYD-BNE,Business,1269
1989 W32,SYD-BNE,Business,884
1989 W33,SYD-BNE,Business,389
1989 W34,SYD-BNE,Business,0
1989 W35,SYD-BNE,Business,0
1989 W36,SYD-BNE,Business,0
1989 W37,SYD-BNE,Business,0
1989 W38,SYD-BNE,Business,0
1989 W39,SYD-BNE,Business,0
1989 W40,SYD-BNE,Business,0
1989 W41,SYD-BNE,Business,165
1989 W42,SYD-BNE,Business,130
1989 W43,SYD-BNE,Business,173
1989 W44,SYD-BNE,Business,321
1989 W45,SYD-BNE,Business,244
1989 W46,SYD-BNE,Business,261
1989 W47,SYD-BNE,Business,280
1989 W48,SYD-BNE,Business,273
1989 W49,SYD-BNE,Business,249
1989 W50,SYD-BNE,Business,388
1989 W51,SYD-BNE,Business,272
1989 W52,SYD-BNE,Business,330
1990 W01,SYD-BNE,Business,425
1990 W02,SYD-BNE,Business,559
1990 W03,SYD-BNE,Business,661
1990 W04,SYD-BNE,Business,768
1990 W05,SYD-BNE,Business,819
1990 W06,SYD-BNE,Business,979
1990 W07,SYD-BNE,Business,896
1990 W08,SYD-BNE,Business,930
1990 W09,SYD-BNE,Business,975
1990 W10,SYD-BNE,Business,897
1990 W11,SYD-BNE,Business,930
1990 W12,SYD-BNE,Business,988
1990 W13,SYD-BNE,Business,978
1990 W14,SYD-BNE,Business,847
1990 W15,SYD-BNE,Business,730
1990 W16,SYD-BNE,Business,896
1990 W17,SYD-BNE,Business,920
1990 W18,SYD-BNE,Business,916
1990 W19,SYD-BNE,Business,939
1990 W20,SYD-BNE,Business,926
1990 W21,SYD-BNE,Business,867
1990 W22,SYD-BNE,Business,945
1990 W23,SYD-BNE,Business,928
1990 W24,SYD-BNE,Business,926
1990 W25,SYD-BNE,Business,877
1990 W26,SYD-BNE,Business,950
1990 W27,SYD-BNE,Business,1043
1990 W28,SYD-BNE,Business,958
1990 W29,SYD-BNE,Business,914
1990 W30,SYD-BNE,Business,762
1990 W31,SYD-BNE,Business,810
1990 W32,SYD-BNE,Business,837
1990 W33,SYD-BNE,Business,940
1990 W34,SYD-BNE,Business,963
1990 W35,SYD-BNE,Business,970
1990 W36,SYD-BNE,Business,1096
1990 W37,SYD-BNE,Business,1022
1990 W38,SYD-BNE,Business,1002
1990 W39,SYD-BNE,Business,922
1990 W40,SYD-BNE,Business,1057
1990 W41,SYD-BNE,Business,1007
1990 W42,SYD-BNE,Business,1064
1990 W43,SYD-BNE,Business,838
1990 W44,SYD-BNE,Business,804
1990 W45,SYD-BNE,Business,813
1990 W46,SYD-BNE,Business,993
1990 W47,SYD-BNE,Business,1019
1990 W48,SYD-BNE,Business,798
1990 W49,SYD-BNE,Business,868
1990 W50,SYD-BNE,Business,632
1990 W51,SYD-BNE,Business,244
1990 W52,SYD-BNE,Business,398
1991 W01,SYD-BNE,Business,416
1991 W02,SYD-BNE,Business,450
1991 W03,SYD-BNE,Business,478
1991 W04,SYD-BNE,Business,468
1991 W05,SYD-BNE,Business,714
1991 W06,SYD-BNE,Business,719
1991 W07,SYD-BNE,Business,760
1991 W08,SYD-BNE,Business,870
1991 W09,SYD-BNE,Business,958
1991 W10,SYD-BNE,Business,1018
1991 W11,SYD-BNE,Business,1068
1991 W12,SYD-BNE,Business,835
1991 W13,SYD-BNE,Business,614
1991 W14,SYD-BNE,Business,891
1991 W15,SYD-BNE,Business,865
1991 W16,SYD-BNE,Business,775
1991 W17,SYD-BNE,Business,945
1991 W18,SYD-BNE,Business,907
1991 W19,SYD-BNE,Business,962
1991 W20,SYD-BNE,Business,929
1991 W21,SYD-BNE,Business,864
1991 W22,SYD-BNE,Business,889
1991 W23,SYD-BNE,Business,886
1991 W24,SYD-BNE,Business,939
1991 W25,SYD-BNE,Business,890
1991 W26,SYD-BNE,Business,782
